-7.554851552219412625e-01,-1.127680830313578131e+00,-1.102720951862033116e+00,2.127630942312482287e-01,2.646600103289947548e+00,1.198875992439544680e+00,2.960037045826692026e+00,2.036959493176711267e-01
1.126983215180332953e+00,-7.901067297386830945e-02,2.770455084606779028e+00,-2.276718017568111208e+00,2.106781597826489882e+00,1.464673154740946837e+00,1.816785328823631529e+00,-3.454696865714982912e-01
3.077162075876865188e+00,-1.164174712425207481e-01,1.151998428587269058e-01,-1.411926902376249571e-01,7.953835147752173372e-04,6.961539547789518112e-01,-1.840167557495335116e+00,-1.323186009641449834e+00
-7.982480880671858348e-01,-1.965706860767448605e+00,4.228784415617846904e+00,1.215998303105393363e+00,3.639399943255042791e-01,1.290559208905281752e+00,-5.252056913040366037e-01,-1.188499242890668911e-01
3.956202177137914333e+00,-8.479082377687143790e-01,6.596348471676470870e-01,1.321004705251660694e+00,-1.093671789454583987e+00,1.795384835052269645e+00,6.646705604327014516e-01,4.652784137632807737e-01
1.343020095571764605e+00,-5.169316433081206918e-01,-1.262733396942189668e+00,-1.774227313317257249e+00,1.455444793628130951e+00,-7.361487952180342242e-01,-4.282128922910219404e-01,-9.390077456103800291e-01
2.335211886330372799e+00,4.848590469026738403e-01,-8.542664067631009495e-01,-5.237307483512777528e-01,-7.008287163115619611e-01,-5.169547519681673142e-01,-2.612307301554644967e-02,-1.170460612786975219e+00
-1.781916359390175453e+00,-2.550028926838275312e-01,-2.716438594866038336e+00,-1.665247374898773058e+00,-7.606518377435204092e-01,2.451837708179660069e+00,1.041077381817000935e+00,-1.777586928220967977e+00
-1.364466797599643400e+00,-1.706985902966589475e+00,-1.444384555442218110e+00,-1.148005134983652031e-01,-2.090775865338977191e+00,-3.108737101061939123e-01,5.784317613887663967e-01,-8.405351656050092934e-01
-2.103840447847978634e+00,-2.213798919336092297e+00,1.442434812072834527e+00,3.794354887213285399e-01,-1.025779012401051515e+00,-1.674587586642368453e-01,-5.857184604598509869e-01,-1.148150749267725201e+00
3.652161401755250392e+00,4.659591150802520620e-01,-1.013206412985511395e+00,1.714834513798043858e+00,-2.050210935106226096e+00,1.673445266751600879e+00,-8.611990623935763534e-01,1.107915561295691909e+00
-2.637742179670311771e+00,8.961354851238638730e-01,1.368689301873813990e+00,-6.715418217182070881e-01,-8.917885887574545922e-01,1.704002703283806097e+00,2.194215396084925995e+00,-1.412313653179587958e-01
3.798814475096862431e+00,-6.237242962195698182e-01,-1.435584646534212271e-02,1.556642879870826501e+00,-4.934971564604767047e-01,3.543046639625041516e-01,-1.170912572018197428e+00,-1.499314988026782813e-01
-2.907765780938715849e+00,-1.827164424281670085e-01,-1.093501987469090331e+00,-8.648404066225943154e-01,-1.091672221533941833e+00,2.550929925957440059e+00,7.313737526908721254e-01,-2.537404896305903157e-01
-2.577350210577540324e+00,-2.126628172297274078e-01,-9.574543169912863583e-01,2.234988203615227320e+00,6.733909323192814878e-01,-5.582604493972606052e-01,2.245801347830239381e-01,3.458042013008049698e-01
-2.585823287172183349e+00,-4.763209120435642485e-01,4.064968444420085647e-01,-3.172747353026462158e-01,5.276795747580762530e-01,3.471178078509334242e+00,5.419056295007846913e-01,-9.483634712208174333e-01
-3.097768896107846892e+00,-4.359950417150779689e-01,-5.314902289689065196e-01,2.076865586409112563e+00,-7.514334037707889324e-01,-2.820463380318261493e+00,2.031997734369266895e-01,6.348116313223227669e-01
-3.094261912167548978e+00,-1.315470695575921223e+00,1.186445924864235058e-01,1.699789998498633992e+00,-1.308742598270217439e+00,-1.624601987005460657e+00,-2.918948196502092474e-01,7.206416743876903341e-01
3.498955127644525209e+00,1.519072715584959821e-01,-2.127971979734231134e-01,9.122592520753372014e-01,-8.628086221699724501e-01,-2.341700809048031517e-01,8.042041290978439727e-02,-5.663496387367435991e-01
-6.361453903419207467e-01,1.556004179722944025e+00,1.373008751798307614e+00,-1.680937909082621751e+00,-1.277897342715412776e+00,-1.097889257041851030e+00,2.878510772415669994e+00,1.356756854322683115e+00
2.605932491480169588e+00,-7.909811594218240094e-01,1.887671903314129540e-01,-7.800957053126705842e-01,4.430100969986188186e-01,-5.925840020113308793e-01,-5.627214376564856346e-01,2.915333342728714250e-01
-2.100861092076524717e+00,-1.533341532128086993e+00,1.553783505454446878e+00,7.402493980319233557e-01,-1.090085443853542557e+00,-3.388511745175478040e+00,1.696818983029661165e+00,1.029273161086412675e-01
-1.411788246785459888e+00,-1.012423475058422229e+00,-2.959225235761757666e+00,-1.886382168427433559e+00,5.628651233733960035e-01,1.879607010483575813e+00,1.525983000196106332e+00,-7.114630014545936243e-01
1.397681410375985478e-01,2.539791778436236935e+00,7.664411921212724854e-01,-1.975777341278925014e+00,1.582676984555563715e+00,-1.444344215350793492e+00,1.103234198256841880e+00,-4.994793047014167708e-02
1.707167682466323777e+00,-5.671029234063370561e-01,-8.812704426954103276e-01,-1.102587552457262809e+00,2.410814936288316890e-01,-1.550888730195614462e+00,-1.699088966257665811e+00,-2.714647767731259265e+00
3.612336829313114617e+00,3.893090241863803036e-02,-1.017316502027342695e+00,-6.296325389872872713e-02,2.437662608075399806e+00,-4.797096987966169013e-01,-1.671835665572136420e-01,-1.485746309870608295e+00
-2.552938656845525234e+00,-1.128821771495244874e+00,-4.946484440900783541e-01,3.424221063124349484e+00,-2.639761804591639338e-01,-7.485635142857913760e-01,-1.933382598046115564e-01,-6.889270768856056160e-01
